Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Curricular units 1st sem (approved),Scholarship holder,Debtor,Curricular units 2nd sem (evaluations),Target
11.7375,8,1,12.285714285714286,7,1,0,10,1
13.2,5,1,11.666666666666666,6,0,0,7,1
13.5,6,1,12.166666666666666,6,0,0,6,1
11.0,2,1,10.0,2,0,0,15,0
15.0,6,1,14.0,6,0,0,6,1
0.0,0,0,15.0,1,0,1,12,0
0.0,0,1,0.0,0,1,0,0,1
10.666666666666666,6,1,10.833333333333334,6,0,0,6,1
14.0,6,1,13.142857142857142,6,1,1,6,1
14.0,5,0,14.4,5,1,1,6,0
0.0,0,0,0.0,0,0,0,0,0
11.22222222222222,9,1,12.0,7,0,0,19,1
12.8,10,1,12.2,9,0,0,12,1
11.0,2,0,12.333333333333334,3,0,0,2,0
12.48125,8,1,11.8375,7,0,0,9,1
14.0,5,1,11.8,5,0,0,6,1
0.0,0,0,0.0,0,0,1,9,0
0.0,0,1,0.0,0,0,0,0,0
12.384615384615383,13,1,12.68421052631579,19,0,0,13,1
0.0,0,0,11.25,3,0,1,7,0
15.5,4,1,14.0,4,0,0,9,1
13.5,2,1,13.333333333333334,4,0,1,6,0
13.666666666666666,6,1,13.666666666666666,6,0,0,6,1
11.714285714285714,6,1,12.6,5,0,0,11,1
17.0,1,1,17.333333333333332,3,0,0,11,0
13.666666666666666,3,1,14.0,3,0,0,8,0
12.5,1,1,13.875,4,0,0,1,0
0.0,0,1,0.0,0,0,0,5,0
14.857142857142858,7,1,13.11111111111111,9,0,0,7,1
13.333333333333334,4,1,13.0,5,1,0,11,0
12.142857142857142,7,1,12.5,10,0,0,7,1
14.23076923076923,13,1,14.11111111111111,18,0,0,13,1
15.77777777777778,9,1,14.727272727272728,11,0,0,9,1
0.0,0,0,0.0,0,0,1,6,0
0.0,0,1,0.0,0,0,0,5,0
0.0,0,0,0.0,0,0,1,5,0
11.6,5,1,13.5,4,0,0,6,1
13.105714285714283,7,1,13.105714285714283,7,0,0,8,1
14.4,5,1,13.5,5,0,0,5,1
12.0,11,1,11.846153846153848,13,0,0,11,1
0.0,0,1,0.0,0,0,0,5,0
0.0,0,0,14.333333333333334,3,0,1,6,0
12.0,3,1,12.666666666666666,6,0,1,11,0
0.0,0,1,0.0,0,0,0,0,1
0.0,0,0,11.0,1,0,0,0,0
0.0,0,0,0.0,0,0,0,9,0
16.575,8,1,15.2,7,0,0,8,1
14.375,7,1,14.428571428571429,6,0,0,8,1
0.0,0,1,0.0,0,0,0,5,0
0.0,0,1,0.0,0,0,0,0,1
12.0,3,0,12.166666666666666,5,1,1,15,0
11.666666666666666,5,1,12.142857142857142,5,0,0,11,1
11.6,5,1,12.0,6,0,0,8,1
12.75,4,1,11.666666666666666,3,0,0,7,1
0.0,0,1,0.0,0,0,0,6,0
12.0,5,1,11.875,6,0,0,8,1
11.333333333333334,3,1,10.0,2,0,0,15,0
13.0,5,1,13.833333333333334,6,0,0,7,0
0.0,0,1,0.0,0,0,0,0,0
12.5,6,1,14.428571428571429,6,0,0,6,1
12.4,6,1,14.2,5,0,0,9,0
10.333333333333334,3,1,11.5,4,0,0,9,0
15.0,6,1,13.0,5,0,0,6,1
0.0,0,0,0.0,0,0,0,8,0
11.0,2,0,11.333333333333334,3,0,1,13,0
11.428571428571429,12,1,12.5,18,0,0,26,1
0.0,0,1,0.0,0,0,0,5,0
13.944444444444445,8,1,13.471428571428572,7,0,0,9,1
13.333333333333334,3,1,11.75,4,0,0,5,1
14.666666666666666,6,1,13.333333333333334,6,1,1,10,1
13.105,8,1,13.105,8,1,0,8,1
0.0,0,0,0.0,0,0,1,6,0
12.166666666666666,6,1,15.5,6,1,0,7,1
0.0,0,0,0.0,0,0,1,0,0
12.333333333333334,3,0,11.25,4,0,1,7,0
11.363636363636363,11,0,11.0,12,0,0,21,0
13.0,4,1,12.333333333333334,6,0,0,9,1
11.8,5,1,11.375,8,0,0,11,1
12.384615384615383,12,1,12.22222222222222,18,0,0,15,1
12.0,6,1,12.0,9,0,0,8,1
13.0,10,1,14.125,16,0,0,14,1
12.571428571428571,7,1,12.333333333333334,9,0,0,7,1
13.857142857142858,7,1,14.333333333333334,9,0,0,7,1
14.0,6,1,15.166666666666666,6,0,0,9,1
15.142857142857142,6,1,15.142857142857142,6,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
12.166666666666666,6,1,12.333333333333334,6,0,0,7,1
12.0,3,1,12.0,6,0,1,12,0
15.625,6,1,15.0,6,0,0,8,1
12.7,9,1,13.875,8,0,0,13,0
13.833333333333334,6,1,12.5,6,1,0,6,1
15.5,6,1,15.0,6,1,0,6,1
10.5,4,1,11.666666666666666,2,0,1,10,0
14.63375,8,1,14.668,7,1,0,8,1
12.333333333333334,6,1,12.8,5,1,0,6,1
12.142857142857142,6,1,10.833333333333334,6,0,0,7,1
14.0,5,1,13.666666666666666,6,0,0,6,1
14.537142857142856,7,1,14.537142857142856,7,0,0,8,1
14.0,5,1,14.4,5,1,1,5,0
0.0,0,1,0.0,0,1,0,0,1
13.833333333333334,6,1,13.166666666666666,6,1,0,6,1
0.0,0,0,11.5,2,0,0,9,0
12.428571428571429,6,1,11.333333333333334,6,1,0,7,1
13.6,5,1,12.0,6,0,0,6,1
12.166666666666666,6,1,13.166666666666666,6,1,0,6,1
14.166666666666666,6,1,14.833333333333334,6,1,0,6,1
13.22222222222222,9,1,13.0,7,0,0,9,1
12.95,8,1,13.087142857142856,7,0,0,8,1
13.666666666666666,6,1,13.333333333333334,6,1,0,7,1
0.0,0,0,0.0,0,0,1,0,0
12.2,5,1,13.6,5,0,0,6,1
14.0,6,1,15.5,6,0,0,6,1
14.285714285714286,7,1,13.857142857142858,7,0,0,7,1
12.166666666666666,6,1,13.0,6,1,0,6,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,1,1,0,0
13.666666666666666,6,1,12.142857142857142,7,1,0,9,1
13.627777777777778,8,1,14.145714285714286,7,1,0,9,1
14.144444444444444,8,1,14.45,7,0,0,9,1
15.0,7,1,15.714285714285714,7,0,0,7,1
12.833333333333334,6,1,14.5,6,0,0,6,1
12.833333333333334,6,1,12.833333333333334,6,0,0,6,1
11.6,4,1,12.0,5,1,0,8,1
0.0,0,1,0.0,0,0,0,0,1
13.285714285714286,6,1,12.571428571428571,6,1,0,7,1
11.5,6,1,12.5,6,1,0,6,1
14.0,5,1,14.0,6,0,0,9,1
13.166666666666666,6,1,11.571428571428571,7,0,0,9,0
15.333333333333334,6,1,15.833333333333334,6,1,0,6,1
14.25,8,1,14.25,8,0,0,8,1
0.0,0,1,0.0,0,0,0,0,0
11.0,6,1,11.666666666666666,6,0,0,10,0
0.0,0,1,0.0,0,0,0,10,0
10.0,1,1,12.0,2,0,0,12,0
0.0,0,1,0.0,0,0,0,5,0
10.75,4,1,13.333333333333334,3,0,0,9,0
0.0,0,0,0.0,0,0,0,5,0
12.4,5,1,13.8,5,0,0,7,1
0.0,0,0,0.0,0,0,1,5,0
0.0,0,0,0.0,0,0,1,6,0
14.016666666666666,6,1,14.016666666666666,6,0,0,7,1
10.8,5,1,11.4,5,0,0,8,1
0.0,0,0,0.0,0,1,1,0,0
12.0,5,1,10.4,5,0,0,11,1
10.25,4,1,10.666666666666666,3,0,0,9,1
14.10625,8,1,13.914285714285713,7,1,0,8,1
12.82375,7,1,13.761111111111113,7,0,0,11,1
14.166666666666666,6,1,13.857142857142858,6,1,0,6,1
13.842857142857143,7,1,13.842857142857143,7,1,0,8,1
0.0,0,1,11.8,5,0,0,9,0
13.833333333333334,6,1,12.666666666666666,6,0,0,6,0
0.0,0,1,0.0,0,0,0,6,0
0.0,0,1,0.0,0,0,0,5,0
10.0,2,1,10.75,4,0,0,13,0
13.25,3,1,12.6,5,0,0,9,0
0.0,0,0,0.0,0,0,1,5,0
12.142857142857142,7,1,12.0,2,0,0,10,0
14.5,2,0,14.0,3,0,1,9,0
13.5,6,0,14.0,6,0,0,11,0
15.055555555555555,8,1,14.682857142857143,7,1,0,9,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,1,0,7,0
12.8,5,1,13.857142857142858,6,0,0,7,1
0.0,0,1,0.0,0,0,0,0,1
12.5,6,1,13.142857142857142,6,0,0,7,1
13.0,2,1,18.0,1,0,0,9,0
11.583333333333334,10,1,11.461538461538462,13,0,0,15,1
14.5,4,1,15.0,5,0,1,8,1
12.233333333333333,8,1,14.244444444444444,7,1,0,12,1
11.0,5,1,11.5,4,1,0,7,0
0.0,0,1,10.0,2,1,0,7,0
11.6,5,1,12.333333333333334,3,0,0,5,1
12.142857142857142,7,1,12.2,5,0,0,10,0
13.2,5,1,13.666666666666666,6,1,0,7,1
0.0,0,1,0.0,0,0,0,0,1
0.0,0,0,11.0,1,0,1,10,0
11.428571428571429,6,0,13.0,3,0,1,14,0
12.599999999999998,7,1,12.599999999999998,7,1,0,12,1
12.333333333333334,9,1,12.2,10,0,0,12,1
13.0,6,1,13.166666666666666,6,0,0,6,1
11.0,7,1,11.0,6,1,0,9,1
15.35,8,1,14.014285714285714,7,1,0,8,1
11.25,4,1,13.0,4,1,0,13,1
14.666666666666666,6,1,14.0,6,0,0,6,1
0.0,0,0,0.0,0,0,0,0,0
14.428571428571429,7,1,14.428571428571429,7,1,0,8,1
0.0,0,0,0.0,0,0,0,10,0
12.461538461538462,13,1,11.833333333333334,18,0,0,27,1
13.0,1,0,11.333333333333334,3,0,0,10,0
13.0,6,1,12.5,6,0,0,9,1
12.545454545454543,11,1,13.333333333333334,12,1,0,12,1
14.0,6,1,13.0,6,1,0,6,1
14.0,2,1,10.0,2,0,0,11,0
11.2,5,1,11.428571428571429,6,1,0,11,1
12.8875,8,1,12.8875,8,0,0,8,1
12.95,6,1,12.95,6,1,0,7,1
0.0,0,1,10.0,1,0,0,5,0
12.55,8,1,13.094285714285714,7,1,0,8,1
0.0,0,1,0.0,0,0,0,6,0
11.0,6,1,11.714285714285714,5,1,0,11,1
0.0,0,1,0.0,0,0,0,0,0
13.333333333333334,6,1,13.166666666666666,6,0,0,6,1
13.4,5,1,12.75,4,0,0,5,1
11.0,2,0,10.6,5,0,0,9,0
12.0,6,1,11.2,5,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
13.666666666666666,6,1,13.0,6,0,0,6,1
0.0,0,1,0.0,0,0,0,5,0
0.0,0,1,0.0,0,0,0,0,0
15.0,6,1,14.166666666666666,6,0,0,9,1
12.333333333333334,6,1,12.833333333333334,5,1,0,6,1
10.4,5,1,11.75,4,1,0,9,1
11.5,6,1,10.833333333333334,6,1,0,7,1
12.25,4,1,11.75,4,0,0,8,0
10.5,2,0,11.5,3,1,0,9,0
13.7,6,1,13.7,6,1,0,7,1
0.0,0,1,14.0,1,0,0,12,0
0.0,0,1,0.0,0,0,0,0,0
13.285714285714286,7,1,13.0,6,1,0,7,1
15.11111111111111,8,1,13.6,8,0,0,10,1
11.5,2,1,11.0,3,0,0,9,0
14.333333333333334,11,1,13.25,12,0,0,14,1
10.0,1,1,10.75,1,0,0,10,0
11.0,3,0,11.4,5,0,0,9,0
12.4,5,1,13.0,6,0,0,8,1
12.285714285714286,6,1,14.0,6,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
16.075,8,1,15.285714285714286,7,1,0,8,1
12.666666666666666,6,1,13.166666666666666,6,0,0,6,1
12.833333333333334,5,1,13.6,5,0,1,11,1
0.0,0,0,0.0,0,1,0,8,0
11.5,4,1,11.4,10,0,0,9,1
0.0,0,1,0.0,0,0,0,0,0
11.6,5,1,11.0,5,0,0,5,1
0.0,0,0,0.0,0,0,1,11,0
12.666666666666666,6,1,13.571428571428571,6,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
12.0,4,1,11.25,4,0,0,11,0
11.0,1,1,13.333333333333334,3,0,0,5,0
11.666666666666666,6,1,12.0,6,1,0,7,1
13.0,5,1,12.5,6,0,0,7,1
12.666666666666666,5,1,13.2,5,1,0,6,1
0.0,0,0,0.0,0,0,0,4,0
11.5,2,0,11.666666666666666,3,0,0,8,0
13.642857142857142,14,1,13.466666666666669,15,0,0,14,1
13.2,5,1,13.666666666666666,3,0,0,5,1
10.2,5,1,11.666666666666666,6,1,0,12,1
12.4,5,1,13.4,5,0,0,9,1
0.0,0,0,0.0,0,0,0,6,0
0.0,0,1,0.0,0,0,0,6,0
0.0,0,0,0.0,0,0,0,5,0
14.75,4,1,13.75,4,0,0,5,1
0.0,0,1,10.0,1,0,0,5,0
0.0,0,0,0.0,0,0,0,5,0
15.5,4,1,16.0,1,0,0,5,1
11.125,5,1,12.285714285714286,5,0,0,8,1
12.666666666666666,6,1,12.666666666666666,6,0,0,7,1
13.25,4,1,11.8,5,1,0,7,1
14.666666666666666,5,0,10.6,5,0,1,7,0
12.25,8,1,11.9,9,0,0,14,1
10.5,2,1,11.25,4,0,0,8,0
12.5,6,1,12.0,6,0,0,6,1
16.0,1,1,10.0,2,0,0,8,0
13.714285714285714,7,1,13.714285714285714,7,0,0,8,1
15.8,6,1,14.875,6,0,0,12,1
0.0,0,1,10.8,5,0,0,6,0
10.0,2,1,12.0,3,0,0,12,0
13.5,2,0,12.5,5,0,1,19,0
16.327272727272728,8,1,14.728571428571428,7,0,0,11,1
14.8,5,1,12.0,6,0,0,8,1
11.0,6,1,11.428571428571429,6,0,0,7,0
13.5,6,1,14.166666666666666,6,0,0,6,1
14.6,5,1,12.5,5,0,0,10,1
14.333333333333334,6,1,14.166666666666666,6,1,0,6,1
13.4,5,1,12.666666666666666,6,0,0,8,1
13.0,6,1,12.5,6,0,0,6,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,1
11.0,3,1,11.2,5,1,0,5,1
17.428571428571427,6,1,16.5,6,0,0,7,0
12.0,5,1,13.666666666666666,3,0,0,5,1
15.228571428571428,7,1,15.228571428571428,7,1,0,8,1
13.22222222222222,9,1,12.77777777777778,9,0,0,9,1
14.428571428571429,7,1,14.428571428571429,7,1,0,8,1
13.714285714285714,6,1,13.875,6,0,0,7,1
13.193333333333332,6,1,13.128,7,0,0,13,1
12.4125,7,1,11.605,6,0,0,10,1
12.0,5,1,14.6,5,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
11.6,5,1,11.8,5,1,0,6,1
12.333333333333334,6,1,12.333333333333334,6,0,0,6,1
0.0,0,1,11.0,4,1,1,5,0
12.909090909090908,11,1,13.181818181818182,11,1,0,11,1
0.0,0,0,11.0,1,1,1,0,0
12.285714285714286,6,1,11.833333333333334,6,1,1,7,1
12.98125,8,1,12.98125,8,1,0,8,1
11.2,5,1,11.333333333333334,6,0,0,6,1
11.68,6,1,11.68,6,0,0,12,1
13.5,6,1,14.5,6,0,0,7,1
12.857142857142858,7,1,13.142857142857142,7,0,0,8,1
10.5,2,0,11.5,2,0,0,7,0
11.8,5,1,14.2,5,0,0,7,1
12.2,5,1,11.666666666666666,5,1,0,7,1
14.875,8,1,13.175,7,0,0,8,1
13.314285714285717,7,1,13.314285714285717,7,1,0,8,1
10.5,3,1,10.6,3,1,0,12,1
14.142857142857142,6,1,13.428571428571429,6,0,0,7,1
15.571428571428571,5,1,13.25,4,1,0,8,1
0.0,0,1,13.0,2,0,0,6,0
0.0,0,1,0.0,0,0,0,0,0
13.166666666666666,6,1,14.0,6,0,0,6,1
12.833333333333334,6,1,12.0,2,1,0,11,1
10.4,5,1,11.8,5,0,0,7,1
12.791428571428572,7,1,12.791428571428572,7,1,0,8,1
11.2,5,1,11.625,8,0,0,12,1
12.43142857142857,7,1,11.994444444444444,6,1,0,11,1
12.2,5,1,11.6,5,0,0,12,1
0.0,0,1,0.0,0,0,0,6,0
13.166666666666666,6,1,13.166666666666666,6,0,0,7,0
14.1,7,1,14.1,7,0,0,8,1
12.94285714285714,7,1,12.396666666666668,6,1,0,9,1
16.0875,8,1,15.014285714285714,7,0,0,8,1
0.0,0,1,0.0,0,1,0,0,1
15.1,8,1,14.05,7,0,0,8,1
15.2,8,1,14.85,7,0,0,8,0
13.0,5,1,13.0,6,0,0,19,1
15.8625,8,1,14.7875,7,1,0,8,1
14.671428571428574,7,1,13.7,7,1,0,9,1
12.242857142857144,7,1,12.495714285714286,7,1,0,9,0
14.566666666666668,6,1,14.566666666666668,6,0,0,7,1
11.25,4,0,11.2,5,0,1,5,0
12.685714285714283,7,1,12.685714285714283,7,0,0,8,1
13.25,4,0,13.571428571428571,7,0,1,14,0
0.0,0,1,0.0,0,0,0,0,0
11.166666666666666,6,1,11.0,5,0,0,7,1
14.445,8,1,14.445,8,0,0,8,1
14.625,8,0,14.0,11,0,1,11,0
13.416666666666666,6,1,13.416666666666666,6,1,0,7,1
11.4,5,1,12.333333333333334,5,0,0,7,1
14.8125,8,1,13.1,7,0,0,8,1
12.8,5,1,13.2,4,0,0,10,1
14.75,8,1,14.75,8,1,0,8,1
14.333333333333334,6,1,13.142857142857142,6,1,0,6,1
14.857142857142858,5,1,13.75,4,0,0,8,1
13.0,6,1,12.4,5,0,0,7,1
12.0,6,1,13.333333333333334,6,0,0,6,1
12.0,8,0,11.727272727272728,11,0,0,8,0
14.0,1,1,12.5,4,0,0,11,0
0.0,0,1,0.0,0,0,1,0,0
13.614285714285714,7,1,13.533333333333331,6,1,0,9,1
12.666666666666666,6,1,13.166666666666666,6,1,0,6,1
11.0,5,1,13.2,5,1,0,8,1
14.857142857142858,7,1,13.428571428571429,7,1,0,7,1
12.625,6,1,12.714285714285714,6,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
13.666666666666666,6,1,13.666666666666666,6,1,0,9,1
13.166666666666666,6,1,11.0,5,0,1,6,1
12.0,5,1,12.0,4,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
11.666666666666666,6,1,11.0,5,0,0,6,1
11.571428571428571,6,1,12.0,5,0,0,8,0
12.55,8,1,13.308571428571428,7,1,0,10,1
10.666666666666666,3,0,13.666666666666666,3,0,1,7,0
0.0,0,0,0.0,0,0,1,9,0
11.25,4,1,12.2,5,0,0,8,1
12.833333333333334,6,1,12.666666666666666,6,1,0,6,1
14.07125,8,1,14.07125,8,1,0,8,1
13.2,5,1,14.25,4,0,0,9,0
0.0,0,0,0.0,0,0,0,2,0
11.6,5,1,13.0,2,0,0,8,1
0.0,0,1,0.0,0,0,0,0,0
14.901428571428571,7,1,14.901428571428571,7,1,0,8,0
12.445555555555554,8,1,12.65,7,1,1,9,1
10.6,5,0,11.0,7,0,0,5,0
12.666666666666666,5,1,12.4,4,0,0,9,1
12.666666666666666,6,1,12.0,6,0,0,7,1
13.328571428571427,7,1,12.135714285714286,7,1,0,10,1
14.051428571428572,7,1,13.766666666666666,6,1,0,10,1
13.11625,8,1,13.11625,8,0,0,8,1
0.0,0,0,0.0,0,0,0,0,0
13.571428571428571,7,1,12.7,6,0,0,8,1
12.333333333333334,6,1,12.333333333333334,6,1,0,7,1
13.2,5,1,13.333333333333334,5,0,0,6,1
13.49375,8,1,14.355555555555554,7,0,0,8,1
13.0,5,1,13.0,6,1,1,11,1
13.5,6,1,12.833333333333334,6,1,0,6,1
13.0,4,1,13.2,5,1,0,5,1
16.582222222222224,8,1,17.005555555555556,7,0,0,9,1
11.0,5,0,10.6,5,1,1,8,1
13.6,5,1,14.0,5,1,0,6,1
12.114285714285714,7,1,12.114285714285714,7,1,0,8,1
13.05875,8,1,13.05875,8,1,0,8,1
13.285714285714286,7,1,13.285714285714286,7,0,0,8,1
15.1625,8,1,14.071428571428571,7,1,0,8,1
0.0,0,0,0.0,0,0,0,0,0
11.0,3,0,11.25,4,0,0,12,0
13.625,6,1,14.0,6,1,0,8,1
11.666666666666666,3,1,12.166666666666666,6,1,0,11,0
13.297142857142855,7,1,13.297142857142855,7,0,0,8,1
14.25,6,1,13.923076923076923,6,0,0,9,1
12.833333333333334,7,1,13.37,7,0,0,13,1
13.75,4,1,15.0,4,0,0,5,0
12.571428571428571,6,1,13.333333333333334,6,1,1,7,1
12.2,5,1,13.4,5,0,0,9,1
11.4,5,1,11.5,4,0,0,5,1
13.485714285714284,7,1,13.485714285714284,7,0,0,8,1
11.285714285714286,6,1,12.0,6,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
13.258571428571427,7,1,13.258571428571427,7,0,0,11,1
10.0,1,0,11.666666666666666,3,0,0,15,0
12.5,6,1,13.571428571428571,6,1,0,6,1
11.833333333333334,5,1,11.8,5,1,0,9,1
13.285714285714286,5,1,14.2,5,1,0,7,1
11.8,5,1,11.0,5,0,0,6,1
14.652857142857142,7,1,14.652857142857142,7,0,0,8,1
11.333333333333334,6,1,11.333333333333334,6,1,0,6,1
0.0,0,0,13.7,4,0,1,7,0
14.75,8,1,13.727272727272728,11,0,0,8,1
11.142857142857142,7,1,11.75,7,0,0,12,0
13.0,5,1,12.333333333333334,6,0,0,11,1
13.857142857142858,6,1,14.0,6,1,0,7,0
11.75,4,1,11.5,4,0,0,6,1
13.2,5,1,11.2,5,0,0,5,1
15.07,7,1,15.07,7,1,0,8,1
12.0,1,1,10.0,1,0,0,7,0
12.6,4,1,13.0,4,0,0,11,1
11.25,3,1,11.0,4,0,0,7,0
12.166666666666666,5,1,13.571428571428571,6,0,0,11,1
14.2,5,1,14.6,5,0,0,6,1
10.0,2,1,11.833333333333334,3,0,1,14,0
12.5125,8,1,12.625,7,1,0,11,1
12.333333333333334,3,1,11.5,4,0,0,14,0
10.5,4,1,13.25,4,0,0,10,1
11.9,6,1,12.60625,7,0,0,12,1
13.2,5,0,13.75,8,0,1,17,0
12.285714285714286,6,1,11.142857142857142,5,1,0,8,1
11.0,1,1,10.0,1,0,0,10,0
11.5,4,1,11.666666666666666,6,0,1,10,1
13.142857142857142,6,1,14.0,6,1,0,7,1
0.0,0,1,0.0,0,0,0,9,0
12.04142857142857,7,1,12.04142857142857,7,0,0,9,1
0.0,0,1,0.0,0,1,0,0,1
14.583333333333334,12,1,13.76923076923077,13,0,0,16,1
15.307692307692308,13,1,15.444444444444445,18,0,0,13,1
0.0,0,0,10.0,2,0,0,0,0
10.333333333333334,3,1,12.25,4,0,0,13,0
15.166666666666666,6,0,14.5,6,0,0,6,1
16.375,6,1,15.571428571428571,6,0,0,8,1
14.714285714285714,6,1,15.571428571428571,6,0,0,7,1
12.166666666666666,6,1,13.8,5,0,0,7,1
14.8,2,0,10.666666666666666,3,0,1,14,0
11.75,4,1,11.6,5,1,1,8,1
0.0,0,0,13.0,1,0,0,12,0
13.625,4,1,12.0,3,0,0,11,1
12.333333333333334,12,1,12.333333333333334,12,0,1,14,1
0.0,0,0,11.0,1,0,0,0,0
10.5,4,0,12.25,4,0,1,13,0
0.0,0,0,0.0,0,0,0,8,0
13.63,8,1,13.63,8,1,0,9,1
11.5,4,1,13.0,3,0,0,7,1
16.37777777777778,8,1,16.9,7,1,0,9,1
12.0,4,1,12.0,5,0,0,11,1
13.285714285714286,6,1,12.5,6,0,0,7,1
12.764285714285714,7,1,12.764285714285714,7,0,0,8,1
12.166666666666666,5,1,13.75,5,1,0,6,1
0.0,0,1,0.0,0,0,1,0,0
15.68333333333333,8,1,14.604285714285712,7,1,0,9,1
0.0,0,0,0.0,0,0,1,7,0
12.5,6,1,13.833333333333334,5,1,1,7,1
13.57625,8,1,13.57625,8,1,0,8,1
15.833333333333334,6,1,15.142857142857142,6,1,0,6,1
11.6,5,1,10.666666666666666,3,0,0,8,1
12.0,6,1,11.2,5,0,0,6,1
13.76375,8,1,13.76375,8,0,0,8,1
12.2,5,1,10.714285714285714,5,1,0,10,1
11.666666666666666,6,1,12.166666666666666,6,0,1,7,1
14.357142857142858,6,1,14.357142857142858,6,0,0,8,1
12.666666666666666,6,1,12.833333333333334,6,0,0,6,1
13.925714285714283,7,1,13.925714285714283,7,0,0,8,1
11.0,3,1,12.0,2,0,0,9,0
13.744444444444444,8,1,13.44285714285714,7,0,0,9,1
0.0,0,1,16.0,1,0,0,5,0
13.2,6,1,13.125,6,0,0,10,1
0.0,0,1,0.0,0,0,0,6,0
11.0,4,0,11.4,5,0,0,4,0
11.666666666666666,3,0,11.0,2,0,0,9,0
13.0,5,1,13.666666666666666,5,0,0,10,1
10.0,1,0,11.75,4,0,0,6,0
13.0,1,1,10.0,1,0,0,7,0
12.833333333333334,6,1,13.5,6,1,0,9,1
0.0,0,1,0.0,0,0,1,0,0
11.8,5,0,13.0,3,0,0,10,0
16.0,6,1,14.833333333333334,6,0,0,6,1
12.857142857142858,6,1,11.833333333333334,6,0,0,7,1
12.333333333333334,5,1,12.0,5,1,0,11,1
11.333333333333334,6,1,12.75,4,0,0,7,1
10.0,1,1,0.0,0,1,0,16,0
12.857142857142858,6,1,12.0,6,0,0,7,1
13.8,8,1,11.677777777777775,7,0,0,8,1
13.6,7,1,13.6,7,1,0,8,1
15.875,6,1,16.0,6,0,0,8,1
11.5,6,1,11.8,5,0,0,7,1
14.0,2,1,0.0,0,0,1,7,0
0.0,0,1,0.0,0,0,0,0,0
16.2,6,1,16.142857142857142,6,1,1,10,1
11.785714285714286,7,1,11.785714285714286,7,1,0,8,1
13.42375,8,1,13.42375,8,1,0,8,1
14.166666666666666,5,1,12.5,6,0,0,10,1
12.464285714285714,7,1,12.464285714285714,7,1,0,8,1
0.0,0,1,10.0,1,0,0,9,0
12.4,4,1,12.6,5,0,0,6,1
12.0,4,1,10.0,2,0,0,6,0
0.0,0,1,0.0,0,0,0,0,0
12.333333333333334,5,1,11.6,5,0,0,8,1
13.5,6,1,12.166666666666666,6,0,0,6,1
12.666666666666666,5,1,13.6,4,0,0,7,1
11.8,5,0,12.5,4,0,0,8,0
12.625,6,1,11.714285714285714,6,1,0,8,1
13.0,6,1,13.5,6,1,0,7,1
13.024285714285714,7,1,13.024285714285714,7,1,0,8,1
0.0,0,0,0.0,0,0,0,0,0
18.571428571428573,5,1,17.333333333333332,5,1,0,8,1
11.5,4,1,11.0,4,1,0,7,1
12.5,6,1,13.666666666666666,6,0,0,9,0
11.833333333333334,6,1,12.833333333333334,6,0,0,8,1
11.5,4,1,12.6,5,0,0,11,1
13.771428571428572,7,1,14.333333333333334,6,0,0,9,1
14.285714285714286,7,1,14.285714285714286,7,0,0,8,1
10.0,2,1,11.75,3,0,0,12,0
17.6,5,1,14.8,5,0,0,5,1
0.0,0,0,0.0,0,0,1,0,0
0.0,0,1,10.0,1,0,0,5,0
0.0,0,1,0.0,0,0,0,5,0
12.38,5,1,12.6,4,0,0,9,0
11.8,5,1,12.428571428571429,5,0,0,7,1
0.0,0,1,12.333333333333334,3,0,0,5,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,1,0,1
13.333333333333334,8,1,12.1,10,0,1,9,1
15.0,6,1,14.714285714285714,6,1,0,6,1
12.833333333333334,6,1,12.666666666666666,6,0,0,7,1
13.3,10,1,14.384615384615383,12,1,0,12,1
12.2,5,1,13.4,5,1,0,6,1
13.314285714285717,7,1,13.314285714285717,7,0,0,8,1
11.98857142857143,7,1,11.98857142857143,7,0,0,8,1
12.88888888888889,8,1,11.545454545454543,11,0,0,13,1
13.875,6,1,16.46153846153846,6,1,0,8,1
12.833333333333334,6,1,13.666666666666666,6,1,0,6,1
13.411111111111111,8,1,12.65,7,0,0,9,0
14.65,7,1,14.37,6,0,0,10,1
10.666666666666666,3,0,12.0,3,1,0,15,0
11.0,3,1,12.0,4,1,0,14,0
11.2,5,1,12.6,5,0,0,7,1
12.333333333333334,6,1,12.166666666666666,6,0,1,6,1
13.76375,8,1,13.76375,8,1,0,8,1
12.8,6,1,12.4,6,1,0,8,1
14.333333333333334,6,1,14.333333333333334,6,0,0,7,1
