alpha,u,class
129.0889106,21.06435,STAR
136.2992962,17.96213,GALAXY
249.4248366,20.2289,QSO
225.335536,21.86219,GALAXY
5.773512183,26.44241,GALAXY
8.265018226,26.1383,GALAXY
250.1013129,20.43945,STAR
251.09866,20.21636,QSO
210.9289906,23.44998,GALAXY
130.3797203,24.88817,GALAXY
220.0066958,25.50819,GALAXY
230.5552412,23.83828,GALAXY
201.7194804,25.69047,GALAXY
170.9186737,25.6513,GALAXY
179.880023,23.42253,GALAXY
341.6205358,27.98323,GALAXY
256.6898782,26.08736,STAR
155.1297941,22.1669,GALAXY
156.9158805,24.67483,GALAXY
262.8883781,25.46507,GALAXY
242.9024002,17.00594,QSO
127.5657759,26.48184,GALAXY
118.4957257,25.62737,GALAXY
92.00227904,23.70504,STAR
231.7968389,20.16154,QSO
139.0442154,22.37524,STAR
194.8228556,22.43603,GALAXY
197.1352567,20.38373,QSO
200.4980466,21.09524,QSO
205.9984999,21.62133,QSO
206.5848455,22.31875,STAR
207.0118277,21.40412,STAR
244.1353244,20.83611,GALAXY
199.824013,23.42194,STAR
135.0402363,20.83364,STAR
162.1580543,19.1284,GALAXY
164.6693004,23.98543,GALAXY
166.1586375,23.31359,GALAXY
126.3086789,18.96732,GALAXY
178.1339912,20.53284,QSO
28.41578063,23.60709,GALAXY
229.5094989,21.3958,QSO
224.2022902,23.06024,GALAXY
337.236569,21.2684,QSO
26.1233914,21.7538,GALAXY
34.30357854,19.9737,QSO
149.4434507,20.02902,GALAXY
155.8033833,23.50835,GALAXY
204.2339229,26.39497,GALAXY
5.666542458,22.71006,GALAXY
6.35472707,24.49926,GALAXY
7.651665053,23.23254,GALAXY
206.4999735,22.17299,QSO
156.7245092,24.19243,GALAXY
159.781624,26.5548,GALAXY
191.5669435,24.55955,GALAXY
192.103904,25.454,STAR
193.3583022,24.85979,QSO
354.0925462,23.25684,GALAXY
352.085582,19.76391,GALAXY
353.4687853,21.88812,QSO
113.8874032,26.36552,GALAXY
115.4385635,25.44346,GALAXY
232.2994224,26.19007,GALAXY
241.510468,22.26025,QSO
125.7337021,22.49735,QSO
7.031294029,22.86434,GALAXY
7.679469558,24.92295,GALAXY
229.2128091,23.55513,GALAXY
230.2329418,25.58116,GALAXY
344.9276449,24.08871,STAR
245.193073,22.93842,GALAXY
141.7342113,26.64635,GALAXY
197.941954,21.51173,QSO
200.6114567,21.08817,QSO
204.4009571,19.15011,STAR
216.7313974,22.0171,QSO
226.0876495,23.06658,GALAXY
226.363304,24.01065,GALAXY
231.2216259,26.13633,GALAXY
241.8719663,26.26184,GALAXY
209.8761962,19.37922,STAR
260.4423726,22.66075,GALAXY
246.182771,25.0865,GALAXY
174.7556444,23.33784,GALAXY
347.0250926,23.00813,GALAXY
202.2693861,19.84699,GALAXY
159.642157,22.89646,GALAXY
28.62803519,19.49423,QSO
116.4189752,21.08061,STAR
116.9783981,18.51328,STAR
340.0313872,21.72852,QSO
11.24227575,19.58278,QSO
149.400375,20.57409,GALAXY
356.7873351,16.62447,STAR
143.1120374,22.12406,GALAXY
116.3367795,24.63466,STAR
7.226479493,26.27177,GALAXY
31.51373166,23.75151,QSO
260.7445563,23.82968,GALAXY
330.8328262,21.38956,QSO
193.5806976,21.0912,QSO
202.185727,19.72162,QSO
2.558634599,20.16571,GALAXY
123.4614916,26.96145,GALAXY
134.8157992,19.56214,GALAXY
231.2930906,19.46102,QSO
261.3365028,20.1775,STAR
263.3098019,23.67385,STAR
336.9342162,24.33788,STAR
8.42074725,20.68763,GALAXY
207.8919248,24.41495,GALAXY
154.8046249,21.57622,GALAXY
128.8330859,22.29711,GALAXY
235.4210791,20.74211,QSO
222.9069604,20.14841,GALAXY
198.1891144,16.68247,GALAXY
232.1192572,19.11635,GALAXY
346.5026677,22.59296,GALAXY
350.3934367,26.64473,GALAXY
354.7383282,26.34464,GALAXY
116.0945626,22.54555,GALAXY
243.3542833,21.2159,GALAXY
227.3857729,23.13562,GALAXY
179.5131971,24.3905,GALAXY
168.2150218,19.41261,GALAXY
232.8125429,18.58749,GALAXY
347.7599133,22.14421,GALAXY
348.4704365,24.30721,QSO
349.799209,19.724,GALAXY
132.0284864,22.36055,GALAXY
179.9842451,21.71333,GALAXY
331.0024725,19.3535,STAR
208.6714609,24.16671,STAR
239.7791098,25.61862,GALAXY
136.6735987,25.82405,GALAXY
164.9663845,26.19253,GALAXY
251.5457919,22.04355,QSO
115.4384817,20.40287,STAR
141.0638055,17.99872,STAR
358.7075031,22.58859,QSO
1.513376068,21.62512,QSO
153.4637631,22.97753,GALAXY
139.3067671,23.75812,GALAXY
134.1410639,22.77065,QSO
134.1009821,24.00608,GALAXY
155.1953618,24.23275,GALAXY
145.7850369,23.14514,GALAXY
321.3780686,21.97889,QSO
128.8030608,22.23882,QSO
229.159793,19.32146,GALAXY
352.1303032,23.52702,STAR
225.9282909,23.39605,GALAXY
24.22915849,21.21423,QSO
258.5482705,21.24359,STAR
347.0802802,25.19436,GALAXY
347.3279044,25.68516,GALAXY
320.1767229,24.39033,GALAXY
128.3669757,24.46376,GALAXY
129.0745848,21.17281,QSO
200.5776007,17.76159,GALAXY
206.8757616,20.82417,GALAXY
354.8606163,23.60092,GALAXY
16.96988479,22.50525,GALAXY
145.0300475,16.83026,STAR
175.0921524,22.49283,GALAXY
116.7377174,23.02791,GALAXY
131.8420312,24.31239,STAR
179.5944526,23.45505,GALAXY
193.369764,17.49068,STAR
193.5880403,21.25352,QSO
200.0640562,22.64009,QSO
200.9280338,20.92285,QSO
243.8831481,20.98656,STAR
224.5248323,19.07414,QSO
0.03411649,22.54777,QSO
348.4663897,24.61542,GALAXY
160.4029093,23.82783,GALAXY
248.3993614,20.78887,STAR
207.8938323,26.39157,GALAXY
208.5318073,23.78598,GALAXY
204.6294699,23.39618,GALAXY
129.6359435,25.59536,GALAXY
254.7749733,20.92974,GALAXY
202.178873,23.05488,QSO
203.9943947,21.24929,QSO
212.0697553,21.5823,QSO
0.113339737,20.98126,GALAXY
2.596756351,22.24354,GALAXY
155.1058026,22.56618,GALAXY
156.7192258,23.96653,GALAXY
251.3514451,21.47268,STAR
197.9149925,18.03341,GALAXY
161.5449679,23.07139,GALAXY
116.7967135,18.23172,STAR
118.9043368,22.29548,QSO
211.1587124,22.02698,GALAXY
194.1827912,25.55632,GALAXY
200.2329947,21.16979,GALAXY
20.04658356,24.14518,STAR
124.9374197,22.5593,GALAXY
117.1703378,23.85437,GALAXY
357.060088,23.74654,QSO
247.1598611,25.00506,STAR
143.6676598,24.67202,GALAXY
152.3630284,22.97463,GALAXY
161.553621,21.24114,GALAXY
120.3843509,20.38824,GALAXY
127.9846441,17.97561,GALAXY
133.9287472,24.63467,STAR
117.4234306,22.95334,STAR
6.352390551,26.03472,GALAXY
1.268427106,26.74302,GALAXY
233.6983197,22.47142,STAR
16.13297501,17.98859,STAR
333.6668676,22.16566,GALAXY
332.0450375,25.3602,GALAXY
12.21109603,22.23945,STAR
329.9109595,20.33111,QSO
348.0788215,22.66126,GALAXY
351.212855,22.86929,QSO
250.6443428,23.67357,GALAXY
214.21856,22.02542,GALAXY
116.6405265,23.33794,GALAXY
125.0857944,22.04983,GALAXY
192.8234852,25.52599,GALAXY
225.3104132,20.20185,QSO
245.9178951,24.01232,GALAXY
246.8072739,24.04344,GALAXY
203.7564665,25.75646,STAR
138.6190102,22.66386,GALAXY
347.0599517,22.28126,QSO
118.6533681,21.67815,STAR
196.4527532,23.11921,GALAXY
198.8105075,22.1951,QSO
202.8089411,20.64981,QSO
203.7098179,22.32339,QSO
216.6136407,23.24544,STAR
38.40698935,21.72075,QSO
18.43899426,19.93995,GALAXY
153.1256522,25.03277,GALAXY
23.58162152,20.15299,STAR
29.60784215,19.07476,STAR
29.80387915,20.42222,QSO
118.1909635,20.5482,STAR
252.5352466,19.91697,STAR
117.1914344,25.40289,GALAXY
19.31647615,23.71051,QSO
123.9167032,25.52424,GALAXY
247.2441875,19.99976,GALAXY
135.6877067,23.21499,QSO
132.1100306,23.51113,QSO
232.2946068,21.897,GALAXY
7.352369361,25.93331,GALAXY
8.126055269,22.83013,GALAXY
158.8538795,19.5932,GALAXY
159.2110202,24.9199,GALAXY
221.9645973,25.75379,GALAXY
196.5890322,19.28551,GALAXY
202.8296247,19.7934,GALAXY
120.6640156,20.48589,GALAXY
260.6757955,20.58395,GALAXY
332.2289425,23.4662,GALAXY
121.9258031,18.99007,GALAXY
142.904944,19.48271,QSO
173.4961359,22.50753,GALAXY
162.6061118,22.2134,GALAXY
130.3805547,24.57666,QSO
247.7726393,24.85468,GALAXY
22.42525428,22.06485,GALAXY
318.9112179,22.21427,QSO
133.6941478,23.89301,GALAXY
235.7096654,23.13831,GALAXY
348.2158832,23.54026,GALAXY
353.6994861,19.35485,GALAXY
345.7536685,23.00667,GALAXY
251.3306025,19.71312,STAR
231.6235974,23.68415,GALAXY
20.67604153,18.09999,STAR
181.547683,22.36471,GALAXY
261.539462,22.00043,GALAXY
49.74754994,19.55308,STAR
149.3817037,22.77336,GALAXY
123.0906765,19.80877,GALAXY
356.4893481,23.09446,GALAXY
142.7087597,22.7964,GALAXY
148.0818224,22.44016,QSO
231.0464855,22.73413,QSO
141.4742439,22.75758,GALAXY
347.2086732,23.16205,GALAXY
348.4141951,22.75452,GALAXY
42.21706151,22.06855,GALAXY
12.22724426,19.41368,GALAXY
109.5932633,23.16078,STAR
228.1735668,25.56063,GALAXY
202.271341,25.86471,GALAXY
202.8325216,24.12885,GALAXY
177.7973211,23.52703,GALAXY
6.592579505,24.55343,GALAXY
196.4670445,22.33555,GALAXY
263.5525294,18.98956,STAR
193.0210876,21.64747,QSO
201.5539281,21.62692,STAR
204.1693043,21.86381,GALAXY
208.1749722,18.21316,STAR
209.0098374,21.09797,QSO
213.2885698,20.65341,QSO
216.7207089,21.72862,QSO
155.3061192,23.06138,GALAXY
128.5141018,22.91042,GALAXY
128.7367343,19.98426,STAR
124.7601302,25.92549,GALAXY
16.85610425,21.05822,QSO
241.3010381,19.27523,STAR
139.4038386,19.22248,GALAXY
214.0585619,26.30633,GALAXY
232.138457,25.57005,GALAXY
243.2080033,25.68944,GALAXY
234.9109191,25.04506,STAR
233.278667,24.001,GALAXY
247.3709294,20.52635,GALAXY
132.2475939,20.79965,STAR
228.0632287,20.3523,GALAXY
236.6508498,25.3968,GALAXY
244.3004843,23.52598,GALAXY
335.5497946,21.97143,GALAXY
233.8950056,20.70121,QSO
117.6907503,25.43125,GALAXY
131.2381744,18.98908,GALAXY
181.6903211,20.69927,STAR
182.7279904,21.21387,QSO
183.3727088,20.84643,STAR
145.8975992,23.43473,GALAXY
144.3151197,24.81161,GALAXY
347.6995314,23.63227,GALAXY
352.312221,26.62896,GALAXY
7.449891547,22.17008,GALAXY
20.25714392,22.00791,QSO
22.18374651,23.54034,GALAXY
5.61361365,22.81185,GALAXY
171.8742468,23.62354,GALAXY
234.5087964,21.71428,QSO
17.05971955,19.81841,QSO
133.8268678,22.96919,GALAXY
133.3830021,25.94615,GALAXY
261.5592154,20.16097,STAR
217.4504489,25.59634,GALAXY
41.24659158,24.46522,GALAXY
117.721439,23.62976,GALAXY
5.977854307,20.83372,STAR
230.9067094,25.94048,GALAXY
243.9752397,24.7493,GALAXY
194.6060523,19.95417,STAR
195.2221112,19.07866,STAR
203.862422,21.44183,QSO
212.8247308,21.42512,QSO
215.0489161,22.07401,QSO
216.0416107,22.27684,QSO
156.8577461,22.01607,GALAXY
300.9328931,20.62783,STAR
212.619328,22.40154,GALAXY
201.5185031,19.0992,GALAXY
210.7922311,21.63884,GALAXY
148.036345,22.35889,GALAXY
23.53517237,21.93823,GALAXY
317.3335894,23.78089,GALAXY
137.8265403,22.32539,GALAXY
151.6254572,20.26569,GALAXY
126.6084506,23.06776,GALAXY
147.1716255,20.2872,QSO
134.8575059,20.97636,QSO
138.9538374,20.51705,QSO
187.1084532,24.05173,GALAXY
189.3633716,21.66718,GALAXY
129.814082,23.16634,GALAXY
129.8521173,23.05233,GALAXY
129.9104907,24.91136,GALAXY
131.1957502,19.61172,GALAXY
7.270340907,19.46794,GALAXY
42.24333019,18.88195,GALAXY
252.3893554,21.40911,QSO
243.7494793,21.17464,GALAXY
252.7766843,20.77034,QSO
163.3861315,21.43241,GALAXY
140.5258931,23.72794,GALAXY
144.0093467,22.9618,GALAXY
348.8565369,23.01694,GALAXY
320.8044264,21.06149,QSO
258.2783796,26.57959,STAR
214.4822774,24.15389,GALAXY
317.730627,20.68583,QSO
115.416261,23.0297,STAR
29.12618659,19.25326,STAR
253.8442306,19.27001,STAR
135.1437178,24.08456,GALAXY
133.6089157,22.54353,GALAXY
127.6906601,22.52098,GALAXY
128.4715061,25.16123,GALAXY
117.6223535,23.68006,STAR
172.8794271,25.10513,GALAXY
175.0835914,22.32172,GALAXY
196.1472787,21.18913,QSO
173.9299601,23.45594,GALAXY
18.32573193,22.71638,GALAXY
18.50376567,24.06947,QSO
116.7872035,22.4746,GALAXY
118.1010078,22.48757,GALAXY
120.2993862,20.28346,GALAXY
141.3405078,25.04875,QSO
302.5615481,16.58868,STAR
228.1454147,20.05562,GALAXY
215.7488244,20.02167,GALAXY
199.3037901,20.2489,GALAXY
235.7228407,25.25641,GALAXY
235.7671691,19.50408,QSO
254.382066,20.08406,GALAXY
346.3886905,22.1101,QSO
143.3775383,20.82525,QSO
249.0622041,17.09831,STAR
184.7879427,20.35326,GALAXY
247.9922178,16.75653,STAR
124.7542605,19.43931,GALAXY
146.0160994,21.54376,GALAXY
354.494098,22.47813,QSO
214.9609781,24.41419,GALAXY
128.9676472,23.52175,GALAXY
138.5268523,19.92463,GALAXY
42.51096475,19.80687,GALAXY
186.4420238,22.48042,STAR
178.381144,21.67562,GALAXY
182.8978225,21.30642,QSO
179.0778447,23.99944,GALAXY
20.34530709,26.67718,GALAXY
71.27203932,18.28085,STAR
323.9794242,24.71501,STAR
320.8348512,21.18652,QSO
126.7805726,23.81941,QSO
178.6981787,24.5337,GALAXY
220.1513905,22.31207,STAR
119.0418648,20.24459,GALAXY
160.9231108,22.52925,GALAXY
22.86662452,19.95749,STAR
27.72641169,22.08126,QSO
117.0563891,18.54345,STAR
118.0702664,19.87632,STAR
118.8791696,22.22642,QSO
187.7376761,24.84421,GALAXY
205.3456469,19.13869,GALAXY
215.1500532,25.27345,GALAXY
130.3403117,24.34714,GALAXY
120.7099084,19.95567,GALAXY
113.6584949,25.04313,GALAXY
113.8985267,23.74801,GALAXY
244.2462919,23.98093,GALAXY
249.240056,25.77985,GALAXY
179.3233458,19.68209,GALAXY
142.3483249,20.55297,STAR
174.980298,25.9222,GALAXY
193.5040193,23.89319,STAR
215.859234,19.37643,QSO
31.1887528,26.97504,STAR
330.2259314,23.41312,STAR
334.3826555,23.53058,GALAXY
348.3659212,22.93863,QSO
345.6313603,26.80472,GALAXY
217.8114338,19.91565,GALAXY
233.2439203,26.23728,GALAXY
241.7103387,26.05346,GALAXY
121.7436717,24.1278,GALAXY
346.3224707,24.94256,GALAXY
195.4204253,25.06289,GALAXY
131.9677465,21.3845,GALAXY
253.1612805,25.05975,GALAXY
259.1215095,22.58912,GALAXY
222.195263,25.4157,GALAXY
318.3524055,20.56416,QSO
115.6827586,24.47577,GALAXY
115.9604715,25.5305,STAR
159.4913582,24.5802,GALAXY
161.1979083,23.58318,GALAXY
326.0799372,23.53631,GALAXY
198.8435028,19.44886,STAR
206.6147819,22.50617,GALAXY
197.4906101,21.10019,QSO
198.1244572,20.76404,GALAXY
203.7471078,20.21484,QSO
212.9882502,21.70375,STAR
16.07740836,21.96294,STAR
358.3977913,26.44508,GALAXY
329.133658,20.32265,QSO
251.2716916,17.65005,STAR
134.6006684,22.64007,QSO
177.9016626,22.66594,GALAXY
144.1680344,20.89538,QSO
202.6744571,21.51959,GALAXY
227.5417582,26.12383,GALAXY
119.1791585,26.32499,STAR
155.5184821,23.55877,GALAXY
156.6275302,23.35192,GALAXY
158.0482267,23.77761,GALAXY
276.0526492,18.7213,STAR
123.5460111,20.76579,GALAXY
230.3191341,20.98553,QSO
237.283166,19.24619,QSO
254.7021931,25.19057,GALAXY
128.293316,22.18847,QSO
348.2910552,24.36241,GALAXY
237.0991958,24.98236,GALAXY
246.3051642,21.7736,STAR
160.4217057,23.22716,GALAXY
160.5377229,22.84489,GALAXY
138.4161585,19.60139,GALAXY
124.9522201,21.06906,STAR
130.1067494,21.31694,STAR
128.4578081,25.71024,GALAXY
352.0159556,20.80847,GALAXY
352.0286034,19.67573,GALAXY
258.6292766,22.53909,GALAXY
234.9639838,23.736,QSO
241.6892896,19.87591,STAR
157.6375503,24.98956,STAR
208.6952683,24.94803,GALAXY
244.1510516,21.08539,GALAXY
129.8502479,23.25815,STAR
130.8031215,23.63598,GALAXY
356.1843177,26.63402,GALAXY
191.5883611,22.71147,QSO
142.8875068,19.17838,STAR
119.0310372,26.1749,GALAXY
124.5102141,19.85197,GALAXY
117.5413733,21.09036,GALAXY
18.81129147,22.01437,GALAXY
247.5940429,19.94543,GALAXY
238.2682225,20.21717,GALAXY
211.9322647,23.1056,STAR
180.3249363,21.29601,QSO
238.8719544,22.22106,GALAXY
242.7131836,23.89306,GALAXY
203.4280402,20.65397,QSO
351.1637528,21.34797,GALAXY
119.9316687,24.43398,GALAXY
255.1810704,25.37578,GALAXY
257.6235235,22.65013,GALAXY
200.8618704,23.45052,GALAXY
356.1054295,25.41109,QSO
243.3854131,19.35467,GALAXY
208.8503338,23.38017,GALAXY
330.7194146,20.60075,QSO
1.387248941,21.75174,GALAXY
232.9451036,22.50071,QSO
138.071844,18.95814,GALAXY
331.582143,21.39019,GALAXY
247.6985868,23.81361,GALAXY
213.9653774,23.83314,GALAXY
116.9408973,24.6461,GALAXY
245.430152,25.02974,GALAXY
196.5959854,19.4631,GALAXY
222.8805631,22.80905,STAR
164.7430853,24.24191,GALAXY
229.8416264,22.49652,STAR
354.5682099,23.5425,GALAXY
355.5515191,22.031,GALAXY
161.5516514,20.13567,GALAXY
139.5642578,25.4631,GALAXY
356.6109466,20.73396,QSO
34.24145764,26.00583,GALAXY
114.3642486,20.7147,QSO
226.1085864,19.79437,GALAXY
159.4525203,20.55522,GALAXY
219.9090104,25.2787,GALAXY
43.12948929,23.5772,GALAXY
114.3195496,25.28477,QSO
343.7723149,21.48822,QSO
347.8779375,23.37769,GALAXY
139.8440697,25.05537,STAR
211.4033536,22.6441,QSO
214.8256768,17.44662,STAR
131.3895185,22.3966,GALAXY
127.74529,24.02457,GALAXY
128.3312391,20.20696,GALAXY
220.851572,19.73875,GALAXY
130.3419109,25.65924,GALAXY
262.8339248,24.20721,GALAXY
218.3325655,21.63025,GALAXY
151.3404188,24.49879,STAR
28.62285084,26.50577,QSO
145.2206852,23.04531,GALAXY
202.1875752,24.89277,GALAXY
22.8645517,27.0095,GALAXY
16.25919936,18.2298,STAR
16.88780609,18.87618,QSO
356.4541215,25.70054,STAR
347.2100358,25.00989,GALAXY
260.2478081,25.956,GALAXY
252.2848816,22.09592,QSO
135.2443027,23.33774,STAR
136.8113786,23.05721,GALAXY
261.654062,18.69522,STAR
189.3571957,20.3918,GALAXY
195.2615099,19.06923,GALAXY
133.9751384,21.69154,GALAXY
231.797903,23.46336,GALAXY
200.1288072,24.13896,GALAXY
234.784253,18.28913,STAR
230.3051456,22.49887,QSO
358.461016,23.3044,QSO
239.2615343,20.78889,GALAXY
206.2734394,19.12594,GALAXY
200.4882373,24.13449,GALAXY
215.6739067,22.40491,GALAXY
121.7096446,27.31759,GALAXY
123.2671434,25.08095,GALAXY
213.8031841,25.43975,GALAXY
132.5099945,23.0715,GALAXY
152.5168349,19.30827,GALAXY
348.0515074,26.07496,GALAXY
332.2384633,20.50349,STAR
198.2273172,20.81085,STAR
147.410446,24.05621,GALAXY
118.4674354,25.78131,GALAXY
114.7784816,23.07746,GALAXY
57.41306075,22.13711,GALAXY
44.44060539,24.84767,GALAXY
326.6558596,23.14618,GALAXY
177.9787719,25.77902,GALAXY
333.6269627,21.22739,STAR
159.4361618,24.68687,GALAXY
22.79926052,19.44967,QSO
24.70830702,21.1251,QSO
116.3651524,20.97423,STAR
116.6118295,20.59392,STAR
118.2552672,19.28916,STAR
111.8677156,22.1158,QSO
135.1597971,21.07252,QSO
117.4997705,18.3426,STAR
127.9099533,20.68643,STAR
230.4778957,20.6676,QSO
250.0941286,18.63561,STAR
130.001437,22.19748,GALAXY
219.6380542,24.04623,GALAXY
16.47347078,20.97321,QSO
253.336289,23.38819,QSO
208.0934279,19.86282,GALAXY
115.3544248,23.5382,GALAXY
191.6541217,20.92347,STAR
197.5029123,22.11569,GALAXY
205.8169423,22.4005,QSO
30.81178474,25.01068,STAR
105.0991603,17.1386,STAR
198.9927839,23.74076,GALAXY
21.34416618,22.07331,QSO
131.2222419,24.95172,GALAXY
180.3029476,21.92456,QSO
354.1712814,25.49514,GALAXY
345.7811306,21.88705,GALAXY
223.7507034,24.54803,GALAXY
239.2700916,24.63716,GALAXY
343.3690672,23.38577,GALAXY
117.8440908,22.42898,GALAXY
247.2381732,24.88742,GALAXY
116.3186519,21.48812,QSO
230.4669056,22.52103,QSO
2.927948924,25.7052,GALAXY
165.1182127,23.03722,GALAXY
252.2956086,21.9997,QSO
135.1654535,24.57948,STAR
247.2818189,26.27445,GALAXY
117.8357658,22.13346,QSO
134.9970087,23.68878,GALAXY
234.5248694,19.79241,GALAXY
224.4986387,23.78455,GALAXY
221.5340153,22.20703,GALAXY
179.8660751,26.46533,GALAXY
161.1759435,22.6215,GALAXY
27.30430109,19.12576,QSO
131.1062871,25.03704,GALAXY
127.736349,23.10442,QSO
227.6217309,23.315,GALAXY
240.8223404,20.50907,GALAXY
118.5089257,20.80853,QSO
127.9878947,26.21126,GALAXY
313.0096673,19.92015,STAR
231.3757175,21.69824,QSO
231.709452,19.12813,STAR
142.4090266,17.44625,STAR
336.8140349,25.00254,QSO
231.3164398,21.48254,STAR
242.958737,20.09694,GALAXY
132.1887899,22.89822,STAR
118.0345364,22.91309,STAR
153.6011201,24.44644,GALAXY
303.2497755,20.91354,STAR
206.4755438,25.75688,GALAXY
221.8047775,20.18798,GALAXY
241.615796,26.3022,GALAXY
358.2073322,24.26289,GALAXY
23.04118564,23.40437,GALAXY
247.3312574,23.62848,GALAXY
116.4503009,22.03627,GALAXY
199.5551558,22.07009,GALAXY
5.520503514,21.4025,QSO
216.5086117,18.69697,STAR
226.5439147,21.48914,STAR
224.2471129,19.26517,GALAXY
233.1249652,22.37692,GALAXY
41.84860474,23.21152,STAR
35.66817638,21.73944,QSO
249.7377962,18.81971,GALAXY
249.3961997,25.26042,GALAXY
353.3807839,23.6355,GALAXY
349.1382052,20.24222,GALAXY
259.6350074,22.72294,GALAXY
246.7026217,19.09064,GALAXY
146.9195811,19.86594,STAR
180.2713023,20.97645,QSO
216.2048714,23.8318,GALAXY
130.7913672,23.65248,GALAXY
135.8014519,18.98013,GALAXY
139.9899057,23.89205,GALAXY
144.0571556,20.35892,GALAXY
317.7948031,20.2037,STAR
227.8797401,20.03659,GALAXY
209.2630827,19.18609,GALAXY
126.7407328,22.15477,GALAXY
191.0964662,25.2991,GALAXY
130.4872757,24.71605,GALAXY
197.2253226,26.71765,GALAXY
193.6245633,26.41673,GALAXY
187.867138,21.92589,QSO
159.9295003,23.42504,GALAXY
132.1959707,20.22794,GALAXY
271.0665485,21.78671,STAR
353.1975716,24.70983,GALAXY
241.324105,18.04099,STAR
248.4072554,22.20089,GALAXY
234.2071136,22.51053,GALAXY
229.8893358,24.34594,GALAXY
115.7131959,24.11354,GALAXY
349.0331998,23.52036,GALAXY
215.2334353,27.02722,GALAXY
158.2949154,25.69634,GALAXY
132.8241721,23.68811,GALAXY
214.8614301,26.29802,GALAXY
231.9635862,20.66177,QSO
354.0666365,24.0426,STAR
222.449458,22.93954,QSO
106.0347314,19.93392,STAR
11.1736033,24.76282,GALAXY
135.0573084,21.62353,STAR
316.7119755,21.18673,QSO
137.8648683,22.98903,GALAXY
138.4223399,20.73091,GALAXY
138.6452333,25.17979,GALAXY
140.8044319,23.65564,GALAXY
145.2906363,21.80054,GALAXY
143.8008714,25.75581,GALAXY
340.6873919,23.26073,GALAXY
152.5707357,22.37151,GALAXY
154.7478809,26.10729,GALAXY
248.2840586,22.97363,GALAXY
160.2456023,19.66595,GALAXY
150.695707,25.51138,GALAXY
151.0276294,24.61628,STAR
215.7572737,23.03187,GALAXY
247.9145421,24.67208,GALAXY
118.5735506,23.58409,STAR
226.3983137,19.01665,GALAXY
22.60979023,25.47407,GALAXY
180.6242739,24.25329,GALAXY
139.1650052,21.5554,QSO
199.158511,23.56641,QSO
201.7765497,20.91044,GALAXY
204.6589746,17.88797,STAR
206.0531003,18.68227,STAR
214.9866951,19.08018,QSO
161.3704962,26.12675,GALAXY
22.20591554,22.63088,STAR
25.22577892,19.94564,STAR
29.81550946,21.00156,QSO
258.5892066,21.95517,GALAXY
258.7501692,22.02327,QSO
6.277664395,26.68688,GALAXY
118.5393273,21.16997,GALAXY
329.9459934,21.44023,QSO
356.6988832,22.18754,QSO
126.1521654,25.28727,GALAXY
133.3109641,20.59155,GALAXY
200.0502488,22.50265,GALAXY
237.0762515,23.6913,GALAXY
224.3420605,18.87503,QSO
244.9382108,22.0468,QSO
132.4584472,21.20504,QSO
123.7330741,19.89056,GALAXY
195.6103518,23.82954,GALAXY
145.5923931,22.8345,STAR
103.6764142,20.41196,STAR
358.2436209,26.65656,QSO
185.8501549,21.63505,QSO
134.5089855,23.0428,GALAXY
149.9471891,20.86653,STAR
349.3458737,20.37325,GALAXY
353.8653137,22.44176,GALAXY
349.3753754,23.51986,GALAXY
352.5299091,21.58559,QSO
352.4501714,22.46082,GALAXY
350.0623616,22.10452,GALAXY
208.8921584,25.10127,GALAXY
41.7399958,19.85279,QSO
43.79626189,21.41869,QSO
341.58447,22.70221,GALAXY
5.596089139,23.73922,GALAXY
118.9309794,24.63428,GALAXY
144.060305,23.29514,GALAXY
118.0871785,24.76624,GALAXY
149.3668384,23.63426,STAR
148.0551624,23.15138,GALAXY
175.4109424,23.29958,GALAXY
259.3777361,21.7994,GALAXY
215.7673725,23.48192,STAR
319.0766878,25.66462,GALAXY
324.4467987,22.70851,GALAXY
325.190788,20.04056,GALAXY
235.7156865,23.54429,GALAXY
146.3457908,18.50142,GALAXY
125.5300224,19.53072,GALAXY
134.5354724,18.47099,GALAXY
151.9464957,18.53383,GALAXY
164.6390743,23.54964,GALAXY
250.524173,18.51176,STAR
257.6826841,23.30418,GALAXY
10.87281873,23.88268,GALAXY
142.3501402,23.53378,GALAXY
3.731134772,25.01109,GALAXY
245.6656796,21.42363,QSO
234.8547734,26.03827,GALAXY
144.207863,22.05201,STAR
348.966755,22.23981,GALAXY
353.651042,20.4295,GALAXY
189.9008261,21.62786,QSO
193.132677,20.26751,QSO
202.1626603,22.04466,STAR
202.9891173,19.53147,QSO
204.1329728,19.54783,QSO
204.9743482,20.62693,QSO
189.2442823,22.38304,GALAXY
3.03714495,24.76465,GALAXY
136.0668204,24.63466,QSO
116.4396648,24.63188,GALAXY
215.309311,23.9855,GALAXY
201.89023,22.96425,QSO
148.6227313,24.55463,GALAXY
141.6422086,24.39377,GALAXY
278.0292122,19.52585,STAR
129.4868684,21.3445,QSO
182.3084563,19.75353,GALAXY
242.5804581,24.71812,GALAXY
244.0109397,23.00623,STAR
348.2455437,21.45844,QSO
132.7626869,22.96117,GALAXY
355.635104,22.48408,QSO
259.2851798,24.07062,GALAXY
257.7650221,22.33643,GALAXY
27.92556017,25.10235,GALAXY
35.63584811,22.8771,GALAXY
201.4200033,22.80519,GALAXY
243.2665982,23.06525,GALAXY
151.3603751,22.00642,GALAXY
